transaction_id,customer_id,customer_age,customer_gender,customer_city,product_category,product_subcategory,product_price,quantity,total_amount,discount_applied,payment_method,purchase_date,purchase_hour,purchase_day_of_week,purchase_month,shipping_cost,delivery_days,customer_satisfaction,return_flag,seasonal_multiplier,is_repeat_customer,purchase_month_name,purchase_weekday,time_period,discounted_price,margin,age_group,return_numeric
TXN000500,CUST000639,18,M,Aguascalientes,Libros,Ficción,356.32,4,1352.59,5.1,PayPal,2024-10-26,10,Saturday,10,0,13,3.9,No,1.1,Sí,October,Saturday,Mañana,338.14768,338.14768,18-24,0
TXN000501,CUST000384,56,F,Cancún,Ropa,Accesorios,1306.67,3,3920.01,0.0,Tarjeta,2024-11-27,15,Wednesday,11,0,7,3.7,No,1.0,Sí,November,Wednesday,Tarde,1306.67,1306.67,55+,0
TXN000502,CUST000494,28,F,Monterrey,Hogar,Limpieza,823.54,2,1647.08,0.0,Transferencia,2024-06-21,16,Friday,6,0,3,4.6,No,0.9,Sí,June,Friday,Tarde,823.54,823.54,25-34,0
TXN000503,CUST000729,33,F,San Luis Potosí,Electrónicos,Laptops,2792.52,2,5585.04,0.0,Tarjeta,2024-04-06,21,Saturday,4,0,3,4.9,No,0.9,No,April,Saturday,Noche,2792.52,2792.52,25-34,0
TXN000504,CUST000615,33,F,Aguascalientes,Electrónicos,Audífonos,2210.74,3,6632.22,0.0,Efectivo,2024-12-04,8,Wednesday,12,0,7,3.4,Sí,1.6,No,December,Wednesday,Mañana,2210.74,2210.74,25-34,1
TXN000505,CUST000510,44,F,San Luis Potosí,Ropa,Zapatos,976.74,6,4887.61,16.6,Tarjeta,2024-05-12,11,Sunday,5,0,3,5.0,No,1.1,Sí,May,Sunday,Mañana,814.6011599999999,814.6011599999999,35-44,0
TXN000506,CUST000586,24,M,Juárez,Libros,No ficción,683.24,3,2049.72,0.0,Tarjeta,2024-06-24,18,Monday,6,0,13,2.9,No,1.0,No,June,Monday,Noche,683.24,683.24,18-24,0
TXN000507,CUST000688,32,F,Mexicali,Electrónicos,Laptops,3194.32,5,15971.6,0.0,Transferencia,2024-09-16,12,Monday,9,0,6,5.0,No,1.1,No,September,Monday,Tarde,3194.32,3194.32,25-34,0
TXN000508,CUST000100,36,F,Villahermosa,Ropa,Vestidos,444.32,5,2221.6,0.0,Transferencia,2024-03-06,4,Wednesday,3,0,11,2.3,No,1.2,No,March,Wednesday,Madrugada,444.32,444.32,35-44,0
TXN000509,CUST000188,23,F,Mérida,Electrónicos,Laptops,5614.0,3,16842.0,0.0,PayPal,2024-12-07,10,Saturday,12,0,4,4.1,No,1.6,No,December,Saturday,Mañana,5614.0,5614.0,18-24,0
TXN000510,CUST000340,60,M,Mexicali,Belleza,Fragancias,554.13,3,1662.39,0.0,PayPal,2024-05-13,18,Monday,5,0,10,4.2,Sí,1.2,Sí,May,Monday,Noche,554.13,554.13,55+,1
TXN000511,CUST000650,28,F,Chihuahua,Hogar,Muebles,638.61,5,2327.73,27.1,PayPal,2024-10-24,20,Thursday,10,0,6,5.0,No,1.0,No,October,Thursday,Noche,465.54669,465.54669,25-34,0
TXN000512,CUST000698,39,F,Aguascalientes,Belleza,Cabello,922.71,2,1845.42,0.0,PayPal,2024-09-28,20,Saturday,9,0,5,4.2,Sí,1.0,No,September,Saturday,Noche,922.71,922.71,35-44,1
TXN000513,CUST000206,34,F,Mérida,Libros,Infantiles,329.47,3,808.52,18.2,PayPal,2024-07-28,11,Sunday,7,93,15,2.7,Sí,1.0,No,July,Sunday,Mañana,269.50646000000006,176.50646000000006,25-34,1
TXN000514,CUST000341,38,M,León,Electrónicos,Smartphones,959.87,4,3839.48,0.0,Efectivo,2024-06-09,12,Sunday,6,0,3,4.1,No,1.0,No,June,Sunday,Tarde,959.87,959.87,35-44,0
TXN000515,CUST000173,18,M,Chihuahua,Deportes,Running,119.24,2,238.48,0.0,Transferencia,2024-03-22,14,Friday,3,81,5,4.4,No,1.0,No,March,Friday,Tarde,119.24,38.239999999999995,18-24,0
TXN000516,CUST000649,28,F,Cuernavaca,Ropa,Zapatos,629.42,3,1888.26,0.0,PayPal,2024-07-25,17,Thursday,7,0,9,4.6,Sí,0.7,No,July,Thursday,Tarde,629.42,629.42,25-34,1
TXN000517,CUST000547,41,F,Juárez,Hogar,Decoración,525.94,1,525.94,0.0,Tarjeta,2024-07-10,0,Wednesday,7,137,6,3.9,Sí,0.9,No,July,Wednesday,Madrugada,525.94,388.94000000000005,35-44,1
TXN000518,CUST000005,25,M,Torreón,Belleza,Cabello,261.82,2,523.64,0.0,Tarjeta,2024-04-25,17,Thursday,4,83,9,3.9,No,1.0,No,April,Thursday,Tarde,261.82,178.82,25-34,0
TXN000519,CUST000314,26,M,León,Ropa,Camisetas,468.95,2,815.04,13.1,Tarjeta,2024-02-03,19,Saturday,2,107,10,3.5,No,0.9,No,February,Saturday,Noche,407.51754999999997,300.51754999999997,25-34,0
TXN000520,CUST000611,18,F,Veracruz,Ropa,Zapatos,319.84,4,1279.36,0.0,PayPal,2024-06-21,8,Friday,6,0,5,4.9,No,0.8,No,June,Friday,Mañana,319.84,319.84,18-24,0
TXN000521,CUST000502,18,M,Mexicali,Deportes,Fútbol,1185.37,2,2370.74,0.0,Tarjeta,2024-04-06,17,Saturday,4,0,15,3.7,No,1.2,Sí,April,Saturday,Tarde,1185.37,1185.37,18-24,0
TXN000522,CUST000234,18,F,Torreón,Electrónicos,Laptops,2496.85,4,9987.4,0.0,PayPal,2024-03-08,22,Friday,3,0,6,3.6,No,0.9,No,March,Friday,Noche,2496.85,2496.85,18-24,0
TXN000523,CUST000127,41,M,Mexicali,Libros,Ficción,485.99,1,453.43,6.7,PayPal,2024-12-30,15,Monday,12,102,15,3.1,No,0.9,Sí,December,Monday,Tarde,453.42867,351.42867,35-44,0
TXN000524,CUST000050,35,M,Oaxaca,Ropa,Camisetas,322.51,3,967.53,0.0,PayPal,2024-01-25,6,Thursday,1,72,3,5.0,No,0.8,Sí,January,Thursday,Mañana,322.51,250.51,35-44,0
TXN000525,CUST000427,41,F,Saltillo,Deportes,Fitness,427.11,1,427.11,0.0,Tarjeta,2024-07-13,9,Saturday,7,130,14,3.9,Sí,1.0,Sí,July,Saturday,Mañana,427.11,297.11,35-44,1
TXN000526,CUST000712,24,F,Ciudad de México,Ropa,Camisetas,176.94,4,485.52,31.4,PayPal,2024-06-03,9,Monday,6,50,3,3.7,No,0.8,No,June,Monday,Mañana,121.38083999999999,71.38083999999999,18-24,0
TXN000527,CUST000718,33,F,Tijuana,Deportes,Fitness,807.15,6,4842.9,0.0,Efectivo,2024-08-02,13,Friday,8,0,12,4.4,No,1.0,Sí,August,Friday,Tarde,807.15,807.15,25-34,0
TXN000528,CUST000117,43,M,Puebla,Hogar,Cocina,171.49,2,342.98,0.0,Tarjeta,2024-09-11,14,Wednesday,9,103,11,4.0,No,1.0,Sí,September,Wednesday,Tarde,171.49,68.49000000000001,35-44,0
TXN000529,CUST000367,39,M,Cuernavaca,Electrónicos,Laptops,2163.44,1,1893.01,12.5,Tarjeta,2024-05-31,13,Friday,5,0,5,3.9,No,1.0,No,May,Friday,Tarde,1893.01,1893.01,35-44,0
TXN000530,CUST000705,41,M,Villahermosa,Ropa,Camisetas,555.47,3,1666.41,0.0,Tarjeta,2024-06-21,22,Friday,6,0,12,4.5,No,0.8,No,June,Friday,Noche,555.47,555.47,35-44,0
TXN000531,CUST000153,25,F,Monterrey,Electrónicos,Smartphones,5538.77,7,38771.39,0.0,Tarjeta,2024-09-18,13,Wednesday,9,0,1,5.0,No,1.1,Sí,September,Wednesday,Tarde,5538.77,5538.77,25-34,0
TXN000532,CUST000660,18,M,Torreón,Belleza,Cabello,569.39,2,919.0,19.3,Tarjeta,2024-08-21,10,Wednesday,8,76,4,4.6,No,1.0,No,August,Wednesday,Mañana,459.49772999999993,383.49772999999993,18-24,0
TXN000533,CUST000041,26,Other,San Luis Potosí,Ropa,Vestidos,257.46,2,270.85,47.4,Tarjeta,2024-07-03,12,Wednesday,7,84,4,4.3,No,0.7,No,July,Wednesday,Tarde,135.42396,51.423959999999994,25-34,0
TXN000534,CUST000047,42,M,Ciudad de México,Ropa,Pantalones,1080.26,1,742.14,31.3,Transferencia,2024-03-11,13,Monday,3,50,4,3.9,No,1.2,Sí,March,Monday,Tarde,742.1386200000001,692.1386200000001,35-44,0
TXN000535,CUST000275,39,M,Monterrey,Belleza,Maquillaje,1174.35,2,1925.93,18.0,Tarjeta,2024-07-09,11,Tuesday,7,0,4,3.8,No,1.0,No,July,Tuesday,Mañana,962.967,962.967,35-44,0
TXN000536,CUST000279,26,M,Aguascalientes,Electrónicos,Tablets,5606.85,1,5606.85,0.0,Transferencia,2024-12-19,10,Thursday,12,0,7,3.6,No,1.6,No,December,Thursday,Mañana,5606.85,5606.85,25-34,0
TXN000537,CUST000171,36,F,Puebla,Electrónicos,Smartphones,2346.49,6,14078.94,0.0,Tarjeta,2024-03-08,9,Friday,3,0,8,4.6,No,0.9,Sí,March,Friday,Mañana,2346.49,2346.49,35-44,0
TXN000538,CUST000427,18,M,Chihuahua,Belleza,Cuidado personal,333.87,2,667.74,0.0,PayPal,2024-09-04,18,Wednesday,9,93,12,3.1,No,1.0,Sí,September,Wednesday,Noche,333.87,240.87,18-24,0
TXN000539,CUST000368,21,F,Oaxaca,Libros,No ficción,120.87,2,241.74,0.0,Transferencia,2024-01-15,13,Monday,1,132,4,3.8,No,0.9,Sí,January,Monday,Tarde,120.87,-11.129999999999995,18-24,0
TXN000540,CUST000452,47,F,Guadalajara,Electrónicos,Audífonos,2288.26,5,11441.3,0.0,Tarjeta,2024-02-02,17,Friday,2,0,1,5.0,No,0.7,No,February,Friday,Tarde,2288.26,2288.26,45-54,0
TXN000541,CUST000695,51,M,Veracruz,Hogar,Cocina,225.11,2,450.22,0.0,Transferencia,2024-10-22,15,Tuesday,10,113,11,3.6,No,1.0,Sí,October,Tuesday,Tarde,225.11,112.11000000000001,45-54,0
TXN000542,CUST000718,30,F,Oaxaca,Deportes,Fútbol,1004.7,2,2009.4,0.0,Tarjeta,2024-02-18,12,Sunday,2,0,13,3.9,No,0.9,Sí,February,Sunday,Tarde,1004.7,1004.7,25-34,0
TXN000543,CUST000395,42,M,Tijuana,Libros,Técnicos,750.94,2,1249.56,16.8,Transferencia,2024-10-12,20,Saturday,10,0,13,3.4,No,1.1,No,October,Saturday,Noche,624.7820800000001,624.7820800000001,35-44,0
TXN000544,CUST000518,59,F,Villahermosa,Electrónicos,Smartphones,2087.7,4,8350.8,0.0,Tarjeta,2024-09-10,20,Tuesday,9,0,4,4.5,No,1.1,Sí,September,Tuesday,Noche,2087.7,2087.7,55+,0
TXN000545,CUST000285,18,F,Guadalajara,Electrónicos,Tablets,3714.98,4,14859.92,0.0,Tarjeta,2024-09-21,1,Saturday,9,0,1,4.1,No,1.1,Sí,September,Saturday,Madrugada,3714.98,3714.98,18-24,0
TXN000546,CUST000587,49,M,Saltillo,Deportes,Running,864.87,1,733.41,15.2,Transferencia,2024-02-15,11,Thursday,2,85,10,3.7,No,0.9,No,February,Thursday,Mañana,733.40976,648.40976,45-54,0
TXN000547,CUST000019,32,F,Puebla,Deportes,Running,459.75,2,708.01,23.0,Tarjeta,2024-07-25,9,Thursday,7,140,3,5.0,No,1.0,No,July,Thursday,Mañana,354.0075,214.0075,25-34,0
TXN000548,CUST000619,18,F,Oaxaca,Ropa,Vestidos,596.17,2,1192.34,0.0,PayPal,2024-11-22,13,Friday,11,0,11,3.1,Sí,1.0,No,November,Friday,Tarde,596.17,596.17,18-24,1
TXN000549,CUST000688,56,M,Saltillo,Ropa,Camisetas,843.08,2,1686.16,0.0,PayPal,2024-06-23,18,Sunday,6,0,10,4.0,No,0.8,Sí,June,Sunday,Noche,843.08,843.08,55+,0
TXN000550,CUST000786,29,F,Oaxaca,Ropa,Vestidos,400.97,3,1202.91,0.0,PayPal,2024-11-03,14,Sunday,11,0,4,4.5,Sí,1.0,No,November,Sunday,Tarde,400.97,400.97,25-34,1
TXN000551,CUST000675,36,M,Torreón,Hogar,Limpieza,693.21,3,2079.63,0.0,Transferencia,2024-01-02,18,Tuesday,1,0,8,4.5,No,1.1,No,January,Tuesday,Noche,693.21,693.21,35-44,0
TXN000552,CUST000047,46,M,León,Libros,Ficción,538.76,3,1186.35,26.6,Tarjeta,2024-09-14,18,Saturday,9,0,6,3.8,No,1.3,Sí,September,Saturday,Noche,395.44984,395.44984,45-54,0
TXN000553,CUST000403,27,M,Juárez,Electrónicos,Laptops,3176.94,1,3176.94,0.0,PayPal,2024-08-22,7,Thursday,8,0,2,4.1,No,1.0,Sí,August,Thursday,Mañana,3176.94,3176.94,25-34,0
TXN000554,CUST000048,18,M,Chihuahua,Electrónicos,Tablets,2235.75,2,4471.5,0.0,Tarjeta,2024-03-04,10,Monday,3,0,6,5.0,No,0.9,No,March,Monday,Mañana,2235.75,2235.75,18-24,0
TXN000555,CUST000138,26,M,Villahermosa,Hogar,Muebles,1073.9,2,2147.8,0.0,Tarjeta,2024-01-03,12,Wednesday,1,0,11,2.8,No,1.1,Sí,January,Wednesday,Tarde,1073.9,1073.9,25-34,0
TXN000556,CUST000600,24,F,Villahermosa,Ropa,Pantalones,289.57,2,579.14,0.0,PayPal,2024-09-17,11,Tuesday,9,92,14,2.8,No,1.1,No,September,Tuesday,Mañana,289.57,197.57,18-24,0
TXN000557,CUST000107,21,F,Aguascalientes,Deportes,Basketball,136.12,3,408.36,0.0,Tarjeta,2024-12-02,14,Monday,12,119,9,5.0,No,0.8,No,December,Monday,Tarde,136.12,17.120000000000005,18-24,0
TXN000558,CUST000710,54,M,Torreón,Hogar,Limpieza,1554.14,1,1554.14,0.0,Tarjeta,2024-05-20,9,Monday,5,0,10,3.5,No,1.0,Sí,May,Monday,Mañana,1554.14,1554.14,45-54,0
TXN000559,CUST000142,29,F,Cuernavaca,Deportes,Natación,488.47,1,455.25,6.8,Tarjeta,2024-11-04,21,Monday,11,140,8,4.9,No,0.9,No,November,Monday,Noche,455.25404,315.25404,25-34,0
TXN000560,CUST000567,19,M,Juárez,Electrónicos,Laptops,1594.84,4,6379.36,0.0,Transferencia,2024-04-12,15,Friday,4,0,4,5.0,No,0.9,Sí,April,Friday,Tarde,1594.84,1594.84,18-24,0
TXN000561,CUST000689,40,M,Tijuana,Libros,No ficción,733.48,1,733.48,0.0,PayPal,2024-12-29,17,Sunday,12,111,14,3.4,Sí,0.9,Sí,December,Sunday,Tarde,733.48,622.48,35-44,1
TXN000562,CUST000361,31,M,Cancún,Hogar,Jardinería,1872.94,4,7491.76,0.0,Efectivo,2024-09-02,11,Monday,9,0,11,3.3,No,1.0,Sí,September,Monday,Mañana,1872.94,1872.94,25-34,0
TXN000563,CUST000433,39,M,Ciudad de México,Belleza,Maquillaje,779.14,2,1355.7,13.0,PayPal,2024-09-28,20,Saturday,9,0,1,4.1,No,1.0,No,September,Saturday,Noche,677.8518,677.8518,35-44,0
TXN000564,CUST000769,46,M,León,Electrónicos,Laptops,1554.62,3,4663.86,0.0,Tarjeta,2024-05-26,21,Sunday,5,0,7,5.0,No,1.0,No,May,Sunday,Noche,1554.62,1554.62,45-54,0
TXN000565,CUST000209,35,F,Cancún,Deportes,Basketball,1254.19,4,5016.76,0.0,PayPal,2024-01-17,13,Wednesday,1,0,4,4.3,No,1.3,No,January,Wednesday,Tarde,1254.19,1254.19,35-44,0
TXN000566,CUST000692,32,F,Cancún,Hogar,Muebles,1864.5,2,3729.0,0.0,Tarjeta,2024-04-24,22,Wednesday,4,0,11,4.3,No,1.0,No,April,Wednesday,Noche,1864.5,1864.5,25-34,0
TXN000567,CUST000713,27,F,San Luis Potosí,Deportes,Fitness,540.5,4,2162.0,0.0,Transferencia,2024-12-20,20,Friday,12,0,9,3.8,No,0.8,No,December,Friday,Noche,540.5,540.5,25-34,0
TXN000568,CUST000702,18,F,Mérida,Electrónicos,Smartphones,2716.46,3,6291.32,22.8,PayPal,2024-10-09,1,Wednesday,10,0,4,4.9,No,1.1,No,October,Wednesday,Madrugada,2097.10712,2097.10712,18-24,0
TXN000569,CUST000800,46,F,Saltillo,Deportes,Basketball,531.73,3,1595.19,0.0,Tarjeta,2024-04-25,16,Thursday,4,0,11,4.8,No,1.2,Sí,April,Thursday,Tarde,531.73,531.73,45-54,0
TXN000570,CUST000202,43,F,Juárez,Deportes,Running,1563.69,2,2705.18,13.5,Tarjeta,2024-05-30,13,Thursday,5,0,13,4.5,Sí,1.2,Sí,May,Thursday,Tarde,1352.59185,1352.59185,35-44,1
TXN000571,CUST000178,19,Other,Veracruz,Electrónicos,Tablets,3511.58,2,5112.86,27.2,PayPal,2024-03-02,13,Saturday,3,0,4,4.7,No,0.9,Sí,March,Saturday,Tarde,2556.4302399999997,2556.4302399999997,18-24,0
TXN000572,CUST000134,24,M,León,Electrónicos,Audífonos,1536.96,3,3794.75,17.7,PayPal,2024-10-26,14,Saturday,10,0,5,3.7,No,1.1,Sí,October,Saturday,Tarde,1264.91808,1264.91808,18-24,0
TXN000573,CUST000159,23,Other,Guadalajara,Ropa,Accesorios,1194.51,1,757.32,36.6,Tarjeta,2024-03-19,18,Tuesday,3,50,5,4.6,No,1.2,No,March,Tuesday,Noche,757.31934,707.31934,18-24,0
TXN000574,CUST000309,29,Other,Villahermosa,Ropa,Camisetas,203.72,3,611.16,0.0,PayPal,2024-10-20,11,Sunday,10,110,11,3.0,Sí,1.2,Sí,October,Sunday,Mañana,203.72,93.72,25-34,1
TXN000575,CUST000189,26,M,Veracruz,Belleza,Maquillaje,336.11,2,672.22,0.0,Transferencia,2024-02-04,8,Sunday,2,138,9,3.9,Sí,1.2,Sí,February,Sunday,Mañana,336.11,198.11,25-34,1
TXN000576,CUST000227,29,F,Juárez,Ropa,Vestidos,1007.47,3,2463.26,18.5,PayPal,2024-12-05,8,Thursday,12,0,7,5.0,No,1.1,Sí,December,Thursday,Mañana,821.08805,821.08805,25-34,0
TXN000577,CUST000771,20,M,Oaxaca,Ropa,Zapatos,628.15,4,2512.6,0.0,Tarjeta,2024-09-28,18,Saturday,9,0,15,5.0,No,1.1,Sí,September,Saturday,Noche,628.15,628.15,18-24,0
TXN000578,CUST000010,25,F,Puebla,Electrónicos,Laptops,5001.38,7,35009.66,0.0,Transferencia,2024-12-08,16,Sunday,12,0,6,3.9,No,1.6,No,December,Sunday,Tarde,5001.38,5001.38,25-34,0
TXN000579,CUST000250,40,M,Guadalajara,Deportes,Running,1054.4,4,4217.6,0.0,PayPal,2024-12-15,13,Sunday,12,0,1,4.8,No,0.8,Sí,December,Sunday,Tarde,1054.4,1054.4,35-44,0
TXN000580,CUST000554,19,Other,San Luis Potosí,Ropa,Accesorios,466.01,3,1398.03,0.0,Tarjeta,2024-01-13,13,Saturday,1,0,8,3.9,No,0.8,No,January,Saturday,Tarde,466.01,466.01,18-24,0
TXN000581,CUST000521,54,M,Saltillo,Belleza,Skincare,807.65,2,1615.3,0.0,Tarjeta,2024-09-06,11,Friday,9,0,13,4.4,No,1.0,Sí,September,Friday,Mañana,807.65,807.65,45-54,0
TXN000582,CUST000527,32,M,Monterrey,Electrónicos,Smartphones,3229.9,6,11550.12,40.4,Transferencia,2024-02-23,20,Friday,2,0,2,5.0,No,0.7,Sí,February,Friday,Noche,1925.0204000000003,1925.0204000000003,25-34,0
TXN000583,CUST000435,40,M,Puebla,Libros,Infantiles,368.13,3,1104.39,0.0,PayPal,2024-04-15,14,Monday,4,0,4,4.5,No,1.0,No,April,Monday,Tarde,368.13,368.13,35-44,0
TXN000584,CUST000158,39,F,Ciudad de México,Belleza,Cabello,1138.2,2,2110.22,7.3,PayPal,2024-08-23,15,Friday,8,0,1,5.0,Sí,1.0,Sí,August,Friday,Tarde,1055.1114,1055.1114,35-44,1
TXN000585,CUST000258,40,F,Cancún,Hogar,Cocina,1486.74,3,4460.22,0.0,Tarjeta,2024-02-06,2,Tuesday,2,0,9,4.0,No,0.9,No,February,Tuesday,Madrugada,1486.74,1486.74,35-44,0
TXN000586,CUST000646,58,M,Aguascalientes,Libros,Académicos,463.49,2,870.43,6.1,Tarjeta,2024-08-09,16,Friday,8,85,11,3.6,Sí,1.2,Sí,August,Friday,Tarde,435.21711000000005,350.21711000000005,55+,1
TXN000587,CUST000738,47,M,Oaxaca,Ropa,Accesorios,696.71,3,1726.45,17.4,Tarjeta,2024-02-02,10,Friday,2,0,4,4.0,No,0.9,No,February,Friday,Mañana,575.4824600000001,575.4824600000001,45-54,0
TXN000588,CUST000515,22,F,Puebla,Deportes,Basketball,588.61,1,588.61,0.0,Transferencia,2024-05-28,12,Tuesday,5,106,15,2.8,No,1.2,Sí,May,Tuesday,Tarde,588.61,482.61,18-24,0
TXN000589,CUST000391,29,F,Aguascalientes,Deportes,Fitness,308.66,8,2469.28,0.0,PayPal,2024-12-04,10,Wednesday,12,0,11,3.6,No,0.8,No,December,Wednesday,Mañana,308.66,308.66,25-34,0
TXN000590,CUST000765,35,F,Aguascalientes,Electrónicos,Audífonos,1459.88,4,5839.52,0.0,Tarjeta,2024-10-11,20,Friday,10,0,8,5.0,No,1.1,No,October,Friday,Noche,1459.88,1459.88,35-44,0
TXN000591,CUST000664,50,M,Mexicali,Libros,Técnicos,499.53,5,2497.65,0.0,Tarjeta,2024-01-06,18,Saturday,1,0,5,4.8,No,0.9,No,January,Saturday,Noche,499.53,499.53,45-54,0
TXN000592,CUST000006,41,Other,Chihuahua,Hogar,Jardinería,1048.85,6,6293.1,0.0,Transferencia,2024-11-01,11,Friday,11,0,4,3.3,No,1.0,No,November,Friday,Mañana,1048.85,1048.85,35-44,0
TXN000593,CUST000767,41,M,Mexicali,Libros,Infantiles,178.46,5,892.3,0.0,Tarjeta,2024-04-18,19,Thursday,4,135,5,4.5,No,1.0,No,April,Thursday,Noche,178.46,43.46000000000001,35-44,0
TXN000594,CUST000227,33,F,Oaxaca,Ropa,Pantalones,414.28,5,1590.84,23.2,Efectivo,2024-05-09,14,Thursday,5,0,13,3.8,No,1.1,Sí,May,Thursday,Tarde,318.16704,318.16704,25-34,0
TXN000595,CUST000056,25,M,Cancún,Electrónicos,Smartwatches,2596.02,2,4086.14,21.3,PayPal,2024-08-24,10,Saturday,8,0,7,5.0,No,1.0,Sí,August,Saturday,Mañana,2043.06774,2043.06774,25-34,0
TXN000596,CUST000101,35,M,Juárez,Deportes,Running,167.78,5,838.9,0.0,Efectivo,2024-10-24,12,Thursday,10,115,5,3.2,No,0.9,No,October,Thursday,Tarde,167.78,52.78,35-44,0
TXN000597,CUST000241,26,F,Puebla,Ropa,Accesorios,1080.01,3,3013.23,7.0,Tarjeta,2024-05-25,18,Saturday,5,0,6,5.0,No,1.1,Sí,May,Saturday,Noche,1004.4092999999999,1004.4092999999999,25-34,0
TXN000598,CUST000462,31,M,Mérida,Hogar,Muebles,1364.58,2,2464.43,9.7,Tarjeta,2024-11-11,20,Monday,11,0,12,3.3,No,1.0,Sí,November,Monday,Noche,1232.2157399999999,1232.2157399999999,25-34,0
TXN000599,CUST000324,46,F,Cuernavaca,Hogar,Decoración,1630.11,6,9780.66,0.0,Transferencia,2024-03-27,17,Wednesday,3,0,15,3.4,No,1.2,Sí,March,Wednesday,Tarde,1630.11,1630.11,45-54,0
TXN000600,CUST000758,30,M,Cuernavaca,Electrónicos,Laptops,1547.64,2,3095.28,0.0,PayPal,2024-05-21,12,Tuesday,5,0,4,4.6,No,1.0,No,May,Tuesday,Tarde,1547.64,1547.64,25-34,0
TXN000601,CUST000474,33,M,Saltillo,Deportes,Running,1326.03,6,7956.18,0.0,PayPal,2024-07-02,7,Tuesday,7,0,5,4.1,No,1.0,Sí,July,Tuesday,Mañana,1326.03,1326.03,25-34,0
TXN000602,CUST000084,25,F,Querétaro,Hogar,Cocina,1624.89,3,4874.67,0.0,Transferencia,2024-03-12,15,Tuesday,3,0,13,3.1,Sí,1.2,No,March,Tuesday,Tarde,1624.89,1624.89,25-34,1
TXN000603,CUST000078,28,M,Ciudad de México,Libros,Técnicos,1210.52,5,6052.6,0.0,Tarjeta,2024-09-16,19,Monday,9,0,5,4.6,No,1.3,Sí,September,Monday,Noche,1210.52,1210.52,25-34,0
TXN000604,CUST000038,19,M,Cancún,Electrónicos,Smartwatches,2735.63,2,5471.26,0.0,Transferencia,2024-05-13,21,Monday,5,0,8,4.7,No,1.0,Sí,May,Monday,Noche,2735.63,2735.63,18-24,0
TXN000605,CUST000402,51,F,Torreón,Electrónicos,Audífonos,2457.95,3,5257.56,28.7,PayPal,2024-10-28,21,Monday,10,0,6,5.0,No,1.1,No,October,Monday,Noche,1752.51835,1752.51835,45-54,0
TXN000606,CUST000407,30,M,Mexicali,Electrónicos,Smartphones,658.83,2,1317.66,0.0,Tarjeta,2024-09-14,14,Saturday,9,0,8,5.0,No,1.1,Sí,September,Saturday,Tarde,658.83,658.83,25-34,0
TXN000607,CUST000629,28,M,León,Ropa,Pantalones,741.73,3,1880.29,15.5,Tarjeta,2024-09-20,12,Friday,9,0,5,5.0,No,1.1,Sí,September,Friday,Tarde,626.76185,626.76185,25-34,0
TXN000608,CUST000580,27,M,Tijuana,Deportes,Basketball,378.26,3,798.89,29.6,PayPal,2024-09-04,20,Wednesday,9,132,6,5.0,No,0.9,Sí,September,Wednesday,Noche,266.29504,134.29503999999997,25-34,0
TXN000609,CUST000379,36,M,Torreón,Ropa,Accesorios,403.69,2,807.38,0.0,Tarjeta,2024-01-22,12,Monday,1,116,9,4.4,No,0.8,No,January,Monday,Tarde,403.69,287.69,35-44,0
TXN000610,CUST000466,27,F,Guadalajara,Ropa,Vestidos,999.81,3,1544.71,48.5,PayPal,2024-01-21,19,Sunday,1,0,5,4.7,No,0.8,No,January,Sunday,Noche,514.90215,514.90215,25-34,0
TXN000611,CUST000281,19,M,Querétaro,Electrónicos,Smartwatches,1681.2,4,6724.8,0.0,Tarjeta,2024-10-23,10,Wednesday,10,0,5,4.5,No,1.1,No,October,Wednesday,Mañana,1681.2,1681.2,18-24,0
TXN000612,CUST000375,47,M,Chihuahua,Ropa,Camisetas,913.77,4,3655.08,0.0,Tarjeta,2024-11-30,14,Saturday,11,0,9,3.6,No,1.0,No,November,Saturday,Tarde,913.77,913.77,45-54,0
TXN000613,CUST000229,29,M,Veracruz,Libros,Académicos,294.62,6,1767.72,0.0,Tarjeta,2024-07-26,14,Friday,7,0,8,4.4,No,1.0,Sí,July,Friday,Tarde,294.62,294.62,25-34,0
TXN000614,CUST000494,37,F,Oaxaca,Libros,Técnicos,129.26,3,387.78,0.0,Transferencia,2024-01-04,9,Thursday,1,126,5,5.0,No,0.9,Sí,January,Thursday,Mañana,129.26,3.259999999999991,35-44,0
TXN000615,CUST000527,24,F,Querétaro,Ropa,Pantalones,602.87,3,1070.7,40.8,Tarjeta,2024-04-18,20,Thursday,4,0,8,4.2,No,1.3,Sí,April,Thursday,Noche,356.89904000000007,356.89904000000007,18-24,0
TXN000616,CUST000122,32,M,Torreón,Deportes,Basketball,875.83,3,2627.49,0.0,Transferencia,2024-07-31,3,Wednesday,7,0,10,3.3,No,1.0,No,July,Wednesday,Madrugada,875.83,875.83,25-34,0
TXN000617,CUST000491,21,F,Juárez,Deportes,Fitness,491.78,3,1311.58,11.1,Tarjeta,2024-11-02,23,Saturday,11,0,5,4.8,No,0.9,No,November,Saturday,Noche,437.19241999999997,437.19241999999997,18-24,0
TXN000618,CUST000165,44,M,Tijuana,Belleza,Cuidado personal,1189.67,3,3233.52,9.4,Transferencia,2024-11-18,12,Monday,11,0,5,4.3,No,1.1,No,November,Monday,Tarde,1077.84102,1077.84102,35-44,0
