transaction_id,customer_id,customer_age,customer_gender,customer_city,product_category,product_subcategory,product_price,quantity,total_amount,discount_applied,payment_method,purchase_date,purchase_hour,purchase_day_of_week,purchase_month,shipping_cost,delivery_days,customer_satisfaction,return_flag,seasonal_multiplier,is_repeat_customer
TXN000317,CUST000780,47,F,Chihuahua,Hogar,Jardinería,689.87,3,2069.61,0.0,Transferencia,2024-12-09,8,Monday,12,0,8,3.8,No,1.0,No
TXN000318,CUST000016,61,M,Juárez,Ropa,Camisetas,578.47,5,2892.35,0.0,Transferencia,2024-04-07,5,Sunday,4,0,15,3.8,No,1.3,No
TXN000319,CUST000249,30,F,Oaxaca,Hogar,Cocina,678.57,4,2714.28,0.0,PayPal,2024-12-26,17,Thursday,12,0,6,3.9,No,1.0,Sí
TXN000320,CUST000795,32,F,San Luis Potosí,Ropa,Zapatos,256.65,3,484.3,37.1,Efectivo,2024-07-13,21,Saturday,7,115,7,5.0,No,0.7,Sí
TXN000321,CUST000526,18,F,Villahermosa,Electrónicos,Audífonos,2171.23,2,4342.46,0.0,PayPal,2024-08-31,22,Saturday,8,0,4,4.4,No,1.0,Sí
TXN000322,CUST000047,18,F,Chihuahua,Ropa,Camisetas,310.49,2,452.07,27.2,Tarjeta,2024-04-23,7,Tuesday,4,144,12,4.1,No,1.3,No
TXN000323,CUST000303,49,M,Tijuana,Hogar,Limpieza,1264.95,1,1264.95,0.0,Tarjeta,2024-04-10,12,Wednesday,4,0,12,3.3,No,1.0,No
TXN000324,CUST000512,54,M,Cancún,Deportes,Basketball,454.87,1,377.09,17.1,PayPal,2024-12-01,21,Sunday,12,132,14,4.3,No,0.8,No
TXN000325,CUST000503,18,M,Saltillo,Libros,Académicos,773.71,2,1205.44,22.1,PayPal,2024-03-27,21,Wednesday,3,0,14,3.9,No,1.1,No
TXN000326,CUST000189,37,F,Cancún,Ropa,Accesorios,954.41,4,3149.55,17.5,Transferencia,2024-11-24,9,Sunday,11,0,4,3.8,No,1.0,No
TXN000327,CUST000685,18,F,Guadalajara,Electrónicos,Tablets,1729.74,3,3798.51,26.8,Tarjeta,2024-01-04,2,Thursday,1,0,2,5.0,No,0.8,Sí
TXN000328,CUST000155,50,F,Ciudad de México,Electrónicos,Audífonos,3031.0,6,14803.4,18.6,PayPal,2024-04-21,18,Sunday,4,0,5,4.3,No,0.9,No
TXN000329,CUST000676,42,M,Villahermosa,Hogar,Decoración,1950.65,3,4289.48,26.7,Efectivo,2024-01-13,9,Saturday,1,0,14,4.5,No,1.1,Sí
TXN000330,CUST000294,26,F,Ciudad de México,Ropa,Zapatos,842.09,2,1684.18,0.0,PayPal,2024-09-14,12,Saturday,9,0,2,4.1,No,1.1,Sí
TXN000331,CUST000099,36,F,Veracruz,Electrónicos,Audífonos,2368.42,1,1629.47,31.2,Tarjeta,2024-03-23,17,Saturday,3,0,5,4.3,Sí,0.9,Sí
TXN000332,CUST000416,36,M,Saltillo,Hogar,Cocina,1119.45,4,4477.8,0.0,Transferencia,2024-10-16,6,Wednesday,10,0,6,4.4,No,1.0,Sí
TXN000333,CUST000083,25,F,Guadalajara,Ropa,Zapatos,362.78,3,685.65,37.0,Tarjeta,2024-02-17,11,Saturday,2,50,5,4.7,No,0.9,Sí
TXN000334,CUST000653,30,F,Ciudad de México,Hogar,Cocina,904.19,2,1314.69,27.3,PayPal,2024-12-25,13,Wednesday,12,0,4,4.0,No,1.0,No
TXN000335,CUST000340,38,M,Chihuahua,Electrónicos,Smartphones,419.17,2,549.95,34.4,Transferencia,2024-02-18,1,Sunday,2,142,5,4.1,No,0.7,No
TXN000336,CUST000077,33,F,Querétaro,Hogar,Muebles,1956.2,4,7824.8,0.0,Tarjeta,2024-10-05,22,Saturday,10,0,5,4.9,No,1.0,No
TXN000337,CUST000323,18,M,Ciudad de México,Ropa,Zapatos,328.57,2,657.14,0.0,Tarjeta,2024-04-16,11,Tuesday,4,50,3,5.0,No,1.3,No
TXN000338,CUST000247,33,F,Chihuahua,Belleza,Cuidado personal,891.16,2,1579.14,11.4,PayPal,2024-07-18,13,Thursday,7,0,15,3.7,No,1.0,No
TXN000339,CUST000706,38,F,Monterrey,Ropa,Vestidos,1538.86,5,6155.44,20.0,Tarjeta,2024-09-13,19,Friday,9,0,4,3.2,No,1.1,No
TXN000340,CUST000078,18,M,Mérida,Deportes,Natación,488.3,2,976.6,0.0,Tarjeta,2024-11-05,10,Tuesday,11,111,3,4.1,No,0.9,Sí
TXN000341,CUST000462,36,M,Villahermosa,Belleza,Cabello,570.94,3,1712.82,0.0,Tarjeta,2024-04-26,13,Friday,4,0,9,5.0,No,1.0,Sí
TXN000342,CUST000697,30,Other,Chihuahua,Belleza,Fragancias,439.05,3,1008.94,23.4,Tarjeta,2024-12-04,5,Wednesday,12,0,12,4.1,No,1.2,No
TXN000343,CUST000253,18,M,Monterrey,Ropa,Pantalones,366.44,4,995.25,32.1,Tarjeta,2024-02-17,15,Saturday,2,50,3,4.1,No,0.9,No
TXN000344,CUST000094,29,F,Ciudad de México,Deportes,Running,1569.59,1,1117.55,28.8,Tarjeta,2024-06-06,6,Thursday,6,0,3,5.0,No,1.0,Sí
TXN000345,CUST000090,49,F,León,Electrónicos,Tablets,1581.24,4,6324.96,0.0,Tarjeta,2024-08-08,20,Thursday,8,0,6,3.1,No,1.0,No
TXN000346,CUST000027,32,M,Monterrey,Hogar,Muebles,1804.03,1,1804.03,0.0,Tarjeta,2024-06-30,18,Sunday,6,0,3,4.6,No,0.9,Sí
TXN000347,CUST000013,18,F,San Luis Potosí,Deportes,Fitness,745.19,4,2980.76,0.0,Tarjeta,2024-07-30,21,Tuesday,7,0,11,2.8,No,1.0,No
TXN000348,CUST000249,40,M,Chihuahua,Hogar,Cocina,1666.38,1,1486.41,10.8,Tarjeta,2024-09-28,13,Saturday,9,0,7,5.0,No,1.0,Sí
TXN000349,CUST000150,35,M,Monterrey,Ropa,Zapatos,404.61,4,1141.0,29.5,PayPal,2024-03-26,20,Tuesday,3,0,1,4.1,No,1.2,No
TXN000350,CUST000253,27,F,Villahermosa,Electrónicos,Smartwatches,2990.3,3,8011.01,10.7,Transferencia,2024-10-31,8,Thursday,10,0,2,5.0,No,1.1,Sí
TXN000351,CUST000007,18,M,Aguascalientes,Hogar,Muebles,1061.85,2,2123.7,0.0,PayPal,2024-06-19,10,Wednesday,6,0,8,5.0,No,0.9,Sí
TXN000352,CUST000441,36,F,Oaxaca,Deportes,Natación,803.03,2,1606.06,0.0,Tarjeta,2024-03-10,21,Sunday,3,0,6,4.8,No,1.0,Sí
TXN000353,CUST000182,47,F,Aguascalientes,Belleza,Cabello,198.15,6,1188.9,0.0,Transferencia,2024-06-12,12,Wednesday,6,0,13,4.3,No,1.0,Sí
TXN000354,CUST000590,30,M,Torreón,Ropa,Zapatos,827.81,4,2288.07,30.9,Transferencia,2024-06-15,17,Saturday,6,0,15,5.0,No,0.8,Sí
TXN000355,CUST000117,24,M,Chihuahua,Deportes,Natación,1474.53,1,1474.53,0.0,Transferencia,2024-04-12,17,Friday,4,0,5,3.4,No,1.2,No
TXN000356,CUST000564,29,F,Ciudad de México,Libros,No ficción,1089.2,2,1609.84,26.1,Tarjeta,2024-08-24,13,Saturday,8,0,3,3.9,No,1.2,No
TXN000357,CUST000071,24,F,Cuernavaca,Ropa,Vestidos,360.05,1,328.73,8.7,Transferencia,2024-12-10,15,Tuesday,12,89,14,3.7,No,1.1,Sí
TXN000358,CUST000387,21,F,Monterrey,Electrónicos,Smartwatches,655.49,2,1310.98,0.0,Tarjeta,2024-08-17,8,Saturday,8,0,4,3.5,No,1.0,Sí
TXN000359,CUST000709,45,Other,Cuernavaca,Deportes,Fitness,764.69,3,2294.07,0.0,Transferencia,2024-10-05,19,Saturday,10,0,8,4.5,No,0.9,No
TXN000360,CUST000550,45,M,Oaxaca,Belleza,Skincare,286.41,3,785.34,8.6,PayPal,2024-11-22,19,Friday,11,101,13,2.4,No,1.1,No
TXN000361,CUST000171,20,M,Oaxaca,Deportes,Running,758.43,2,1516.86,0.0,PayPal,2024-01-23,12,Tuesday,1,0,8,4.7,No,1.3,No
TXN000362,CUST000441,38,M,Puebla,Libros,Ficción,664.13,5,2902.25,12.6,Tarjeta,2024-01-06,7,Saturday,1,0,11,3.5,No,0.9,Sí
TXN000363,CUST000572,32,F,Chihuahua,Electrónicos,Smartwatches,1375.67,4,3813.36,30.7,PayPal,2024-12-18,17,Wednesday,12,0,4,3.9,No,1.6,No
TXN000364,CUST000791,46,F,Chihuahua,Libros,Técnicos,665.95,3,1844.02,7.7,Efectivo,2024-12-19,19,Thursday,12,0,3,4.6,No,0.9,No
TXN000365,CUST000303,53,M,Cuernavaca,Hogar,Limpieza,1529.94,3,4589.82,0.0,Efectivo,2024-02-16,10,Friday,2,0,10,2.6,No,0.9,Sí
TXN000366,CUST000534,51,M,Villahermosa,Libros,Infantiles,614.71,4,2326.06,5.4,Tarjeta,2024-06-27,21,Thursday,6,0,14,4.0,No,1.0,No
TXN000367,CUST000327,26,F,Monterrey,Belleza,Skincare,1136.41,2,2272.82,0.0,Tarjeta,2024-06-07,7,Friday,6,0,1,4.1,No,1.0,No
TXN000368,CUST000169,29,M,Torreón,Ropa,Pantalones,831.35,2,1662.7,0.0,Tarjeta,2024-09-21,5,Saturday,9,0,8,5.0,No,1.1,No
TXN000369,CUST000474,43,F,Torreón,Libros,No ficción,296.77,1,255.22,14.0,Efectivo,2024-07-26,14,Friday,7,125,9,4.3,Sí,1.0,No
TXN000370,CUST000629,51,M,Juárez,Libros,Infantiles,581.6,2,1100.39,5.4,Tarjeta,2024-08-18,20,Sunday,8,0,6,4.1,No,1.2,No
TXN000371,CUST000771,43,M,Monterrey,Hogar,Limpieza,2050.9,2,4101.8,0.0,PayPal,2024-10-25,2,Friday,10,0,4,3.6,Sí,1.0,No
TXN000372,CUST000687,48,M,Villahermosa,Hogar,Limpieza,1385.47,2,2770.94,0.0,Transferencia,2024-09-27,16,Friday,9,0,12,1.6,No,1.0,Sí
TXN000373,CUST000117,18,F,Mexicali,Deportes,Running,900.79,3,2702.37,0.0,Transferencia,2024-06-29,21,Saturday,6,0,13,3.2,No,1.0,Sí
TXN000374,CUST000305,55,F,Oaxaca,Hogar,Limpieza,459.6,4,1573.67,14.4,PayPal,2024-11-01,7,Friday,11,0,7,3.9,Sí,1.0,No
TXN000375,CUST000383,52,M,Tijuana,Ropa,Zapatos,1342.13,5,5985.9,10.8,Tarjeta,2024-09-18,22,Wednesday,9,0,5,4.2,No,1.1,Sí
TXN000376,CUST000434,19,F,León,Deportes,Natación,185.58,6,1113.48,0.0,Tarjeta,2024-09-06,10,Friday,9,0,13,4.1,No,0.9,Sí
TXN000377,CUST000178,18,M,Cancún,Libros,No ficción,685.43,2,1030.89,24.8,Tarjeta,2024-03-26,16,Tuesday,3,0,10,3.4,No,1.1,No
TXN000378,CUST000368,18,M,Ciudad de México,Deportes,Fútbol,746.46,3,1603.4,28.4,Transferencia,2024-09-05,20,Thursday,9,0,4,5.0,No,0.9,No
TXN000379,CUST000518,41,F,Villahermosa,Ropa,Zapatos,131.02,1,77.83,40.6,Tarjeta,2024-07-28,8,Sunday,7,126,10,3.3,Sí,0.7,No
TXN000380,CUST000579,43,F,Ciudad de México,Libros,No ficción,126.92,4,507.68,0.0,Tarjeta,2024-04-27,16,Saturday,4,50,2,5.0,No,1.0,Sí
TXN000381,CUST000580,38,M,Villahermosa,Belleza,Cuidado personal,780.68,6,3808.16,18.7,Tarjeta,2024-10-08,14,Tuesday,10,0,15,4.6,No,1.0,Sí
TXN000382,CUST000376,48,F,Cancún,Electrónicos,Tablets,793.15,4,3172.6,0.0,Tarjeta,2024-01-22,16,Monday,1,0,5,4.0,Sí,0.8,No
TXN000383,CUST000670,43,M,Torreón,Libros,Ficción,528.16,1,434.68,17.7,Efectivo,2024-06-01,20,Saturday,6,114,4,4.8,No,1.0,No
TXN000384,CUST000121,42,F,Torreón,Hogar,Muebles,899.99,2,1799.98,0.0,PayPal,2024-04-17,13,Wednesday,4,0,14,3.4,No,1.0,No
TXN000385,CUST000439,43,F,León,Hogar,Cocina,1884.71,2,3769.42,0.0,PayPal,2024-11-15,11,Friday,11,0,12,3.1,No,1.0,Sí
TXN000386,CUST000288,18,M,Oaxaca,Belleza,Maquillaje,236.7,2,473.4,0.0,Transferencia,2024-10-02,12,Wednesday,10,107,7,4.7,No,1.0,No
TXN000387,CUST000527,44,M,Puebla,Libros,Infantiles,331.53,3,994.59,0.0,PayPal,2024-03-10,9,Sunday,3,105,13,2.1,Sí,1.1,No
TXN000388,CUST000136,43,F,Torreón,Ropa,Vestidos,918.06,1,918.06,0.0,Efectivo,2024-03-15,0,Friday,3,120,10,3.3,Sí,1.2,No
TXN000389,CUST000648,42,F,Querétaro,Hogar,Jardinería,878.16,1,811.42,7.6,Efectivo,2024-11-17,12,Sunday,11,81,9,4.6,No,1.0,No
TXN000390,CUST000285,48,M,Mexicali,Hogar,Limpieza,1616.27,5,8081.35,0.0,Tarjeta,2024-08-20,6,Tuesday,8,0,15,3.8,No,1.1,No
TXN000391,CUST000096,26,F,Saltillo,Electrónicos,Audífonos,2075.93,2,4151.86,0.0,Tarjeta,2024-11-21,8,Thursday,11,0,8,4.7,No,1.4,Sí
TXN000392,CUST000224,28,F,Cuernavaca,Hogar,Jardinería,372.4,2,744.8,0.0,Tarjeta,2024-04-18,22,Thursday,4,106,8,4.3,No,1.0,No
TXN000393,CUST000134,42,M,Chihuahua,Electrónicos,Audífonos,1044.7,2,2089.4,0.0,Tarjeta,2024-09-05,20,Thursday,9,0,8,4.6,Sí,1.1,No
TXN000394,CUST000102,37,M,Saltillo,Belleza,Fragancias,374.79,1,374.79,0.0,Tarjeta,2024-01-12,13,Friday,1,124,6,3.9,No,0.9,No
TXN000395,CUST000136,18,F,San Luis Potosí,Libros,Académicos,721.35,2,1333.05,7.6,Tarjeta,2024-03-22,16,Friday,3,0,8,3.6,No,1.1,Sí
TXN000396,CUST000381,50,F,León,Deportes,Running,1241.57,3,3724.71,0.0,Transferencia,2024-01-27,14,Saturday,1,0,14,2.1,No,1.3,No
TXN000397,CUST000240,42,M,Cuernavaca,Libros,Ficción,256.71,4,760.89,25.9,Tarjeta,2024-12-06,9,Friday,12,79,5,5.0,No,0.9,Sí
TXN000398,CUST000532,32,Other,Saltillo,Libros,Ficción,428.45,2,856.9,0.0,PayPal,2024-01-05,14,Friday,1,85,9,4.5,No,0.9,Sí
TXN000399,CUST000490,19,M,Monterrey,Libros,Infantiles,683.39,5,3123.09,8.6,Efectivo,2024-04-27,12,Saturday,4,0,1,5.0,No,1.0,No
TXN000400,CUST000377,44,F,San Luis Potosí,Hogar,Cocina,821.23,3,2463.69,0.0,Tarjeta,2024-03-11,12,Monday,3,0,13,3.3,Sí,1.2,Sí
TXN000401,CUST000544,51,M,Chihuahua,Hogar,Muebles,607.03,2,1214.06,0.0,PayPal,2024-01-05,16,Friday,1,0,10,3.7,No,1.1,Sí
TXN000402,CUST000219,18,M,Tijuana,Electrónicos,Tablets,4646.71,3,13940.13,0.0,Tarjeta,2024-07-29,19,Monday,7,0,2,5.0,No,1.0,No
TXN000403,CUST000144,32,M,Puebla,Electrónicos,Audífonos,3186.32,4,12745.28,0.0,Tarjeta,2024-10-28,14,Monday,10,0,4,3.4,No,1.1,Sí
TXN000404,CUST000254,44,Other,Querétaro,Hogar,Decoración,1506.56,3,4519.68,0.0,Tarjeta,2024-11-30,12,Saturday,11,0,13,3.5,No,1.0,No
TXN000405,CUST000211,50,F,Veracruz,Hogar,Muebles,426.65,5,1894.33,11.2,PayPal,2024-11-06,13,Wednesday,11,0,9,4.2,No,1.0,No
TXN000406,CUST000056,54,M,Torreón,Deportes,Fútbol,896.58,3,2689.74,0.0,PayPal,2024-09-10,20,Tuesday,9,0,12,3.9,Sí,0.9,Sí
TXN000407,CUST000013,32,F,Mexicali,Electrónicos,Audífonos,3810.56,3,11431.68,0.0,Tarjeta,2024-06-15,9,Saturday,6,0,3,5.0,No,1.0,Sí
TXN000408,CUST000789,43,F,Monterrey,Hogar,Decoración,242.9,4,971.6,0.0,Transferencia,2024-01-09,18,Tuesday,1,50,1,4.8,No,1.1,Sí
TXN000409,CUST000408,35,F,Veracruz,Hogar,Muebles,279.15,2,558.3,0.0,PayPal,2024-05-26,15,Sunday,5,124,14,4.3,No,1.0,Sí
TXN000410,CUST000656,34,M,Cancún,Hogar,Muebles,1033.49,3,2675.71,13.7,PayPal,2024-10-02,10,Wednesday,10,0,4,4.8,No,1.0,Sí
TXN000411,CUST000524,25,F,Juárez,Libros,Técnicos,585.65,2,958.12,18.2,PayPal,2024-03-20,8,Wednesday,3,145,13,3.7,No,1.1,No
TXN000412,CUST000666,63,M,Monterrey,Ropa,Zapatos,1078.3,2,1841.74,14.6,Tarjeta,2024-06-07,22,Friday,6,0,2,4.7,Sí,0.8,Sí
TXN000413,CUST000089,31,M,Cuernavaca,Libros,Infantiles,103.01,5,515.05,0.0,Transferencia,2024-02-29,19,Thursday,2,77,7,4.2,No,1.0,No
TXN000414,CUST000674,35,M,León,Libros,Ficción,220.0,2,440.0,0.0,Tarjeta,2024-03-02,23,Saturday,3,71,5,5.0,No,1.1,No
TXN000415,CUST000356,29,F,Veracruz,Hogar,Limpieza,85.77,4,256.97,25.1,Tarjeta,2024-09-21,22,Saturday,9,86,14,4.4,No,1.0,No
TXN000416,CUST000276,24,F,Puebla,Ropa,Zapatos,467.69,4,778.24,58.4,Tarjeta,2024-01-16,10,Tuesday,1,78,7,4.5,No,0.8,No
TXN000417,CUST000591,38,M,Monterrey,Ropa,Zapatos,965.35,1,965.35,0.0,Tarjeta,2024-09-11,21,Wednesday,9,50,1,3.8,No,1.1,No
TXN000418,CUST000581,40,M,León,Hogar,Muebles,1656.02,3,4968.06,0.0,Transferencia,2024-07-12,9,Friday,7,0,4,4.6,No,0.9,Sí
TXN000419,CUST000522,18,M,Ciudad de México,Libros,Ficción,802.12,3,1799.96,25.2,Tarjeta,2024-01-23,14,Tuesday,1,0,4,4.4,No,0.9,Sí
TXN000420,CUST000154,36,F,León,Ropa,Accesorios,725.46,2,1450.92,0.0,Transferencia,2024-01-19,14,Friday,1,0,14,2.6,No,0.8,No
TXN000421,CUST000430,32,F,Torreón,Hogar,Cocina,1349.86,2,2699.72,0.0,PayPal,2024-06-13,17,Thursday,6,0,14,2.9,No,0.9,Sí
TXN000422,CUST000080,18,F,Chihuahua,Ropa,Pantalones,402.09,2,350.62,56.4,Transferencia,2024-07-12,17,Friday,7,136,3,5.0,No,0.7,No
TXN000423,CUST000071,23,M,Saltillo,Ropa,Vestidos,490.91,7,2298.93,33.1,Tarjeta,2024-05-24,8,Friday,5,0,11,3.5,No,1.1,Sí
TXN000424,CUST000378,48,M,Juárez,Electrónicos,Smartwatches,931.32,3,2793.96,0.0,PayPal,2024-05-29,11,Wednesday,5,0,7,3.8,No,1.0,No
TXN000425,CUST000476,42,M,Mexicali,Libros,No ficción,623.83,3,1871.49,0.0,Transferencia,2024-10-29,15,Tuesday,10,0,11,2.1,No,1.1,Sí
TXN000426,CUST000252,18,M,Tijuana,Libros,Infantiles,117.14,5,492.57,15.9,Tarjeta,2024-01-04,10,Thursday,1,139,8,3.9,No,0.9,No
TXN000427,CUST000711,31,F,Ciudad de México,Electrónicos,Smartphones,2275.07,3,6825.21,0.0,Transferencia,2024-06-20,15,Thursday,6,0,4,5.0,No,1.0,No
TXN000428,CUST000745,37,F,San Luis Potosí,Hogar,Cocina,201.4,3,604.2,0.0,Tarjeta,2024-02-23,0,Friday,2,100,9,3.7,No,0.9,Sí
TXN000429,CUST000062,38,Other,Tijuana,Ropa,Pantalones,280.1,4,1120.4,0.0,Transferencia,2025-01-03,7,Friday,1,0,11,4.2,No,0.8,No
TXN000430,CUST000382,22,M,Saltillo,Electrónicos,Smartwatches,2366.34,3,4429.79,37.6,Transferencia,2024-02-13,21,Tuesday,2,0,8,4.8,No,0.7,No
TXN000431,CUST000607,37,F,Chihuahua,Ropa,Zapatos,392.63,1,292.9,25.4,Tarjeta,2024-02-01,5,Thursday,2,86,6,5.0,No,0.9,No
TXN000432,CUST000323,32,M,Aguascalientes,Libros,Académicos,535.25,1,401.97,24.9,Tarjeta,2024-12-24,13,Tuesday,12,104,6,3.7,Sí,0.9,Sí
TXN000433,CUST000208,40,F,Tijuana,Hogar,Decoración,538.7,4,1771.25,17.8,Efectivo,2024-10-26,21,Saturday,10,0,5,5.0,No,1.0,Sí
TXN000434,CUST000322,30,F,Cuernavaca,Electrónicos,Smartwatches,3846.75,2,7693.5,0.0,PayPal,2024-03-02,13,Saturday,3,0,8,3.5,No,0.9,No
TXN000435,CUST000316,48,M,Saltillo,Belleza,Skincare,636.63,2,1152.3,9.5,Efectivo,2024-05-15,15,Wednesday,5,0,15,2.6,No,1.2,Sí
TXN000436,CUST000722,24,F,Oaxaca,Electrónicos,Laptops,2758.73,3,6347.84,23.3,Transferencia,2024-01-27,21,Saturday,1,0,3,5.0,No,0.8,No
TXN000437,CUST000406,28,M,Veracruz,Hogar,Limpieza,1750.07,2,3500.14,0.0,PayPal,2024-01-26,11,Friday,1,0,5,3.4,Sí,1.1,No
TXN000438,CUST000415,26,M,Saltillo,Deportes,Natación,1027.95,3,2763.13,10.4,Tarjeta,2024-10-11,11,Friday,10,0,10,3.0,Sí,0.9,No
TXN000439,CUST000144,44,F,Puebla,Hogar,Cocina,506.23,5,2202.1,13.0,Tarjeta,2024-01-12,7,Friday,1,0,9,4.2,No,1.1,Sí
TXN000440,CUST000646,18,F,Monterrey,Ropa,Accesorios,1438.68,2,2445.76,15.0,Tarjeta,2024-10-25,21,Friday,10,0,1,4.7,Sí,1.2,Sí
TXN000441,CUST000067,32,M,Juárez,Electrónicos,Laptops,4676.72,4,15302.23,18.2,Tarjeta,2024-11-26,20,Tuesday,11,0,8,5.0,No,1.4,No
TXN000442,CUST000340,30,M,Puebla,Deportes,Fitness,879.84,2,1585.47,9.9,Efectivo,2024-01-22,14,Monday,1,0,12,5.0,No,1.3,Sí
TXN000443,CUST000742,38,M,Aguascalientes,Ropa,Camisetas,322.66,1,195.21,39.5,PayPal,2024-09-11,15,Wednesday,9,124,5,4.7,No,1.1,No
TXN000444,CUST000192,31,F,Querétaro,Electrónicos,Tablets,1335.85,1,1335.85,0.0,Tarjeta,2024-05-23,10,Thursday,5,0,2,5.0,No,1.0,No
TXN000445,CUST000632,44,M,Torreón,Ropa,Vestidos,995.32,6,5470.28,8.4,Tarjeta,2024-11-27,23,Wednesday,11,0,11,3.0,No,1.0,No
TXN000446,CUST000090,40,M,Querétaro,Deportes,Natación,507.64,4,1851.87,8.8,Tarjeta,2024-07-19,21,Friday,7,0,15,3.0,No,1.0,Sí
TXN000447,CUST000020,34,F,Aguascalientes,Hogar,Muebles,964.58,8,7716.64,0.0,Tarjeta,2024-12-31,15,Tuesday,12,0,8,3.4,No,1.0,Sí
TXN000448,CUST000515,20,M,Mérida,Ropa,Vestidos,520.06,4,1246.06,40.1,PayPal,2024-07-17,13,Wednesday,7,0,8,4.7,No,0.7,Sí
TXN000449,CUST000031,18,M,Querétaro,Electrónicos,Tablets,3868.58,1,3868.58,0.0,Transferencia,2024-01-30,10,Tuesday,1,0,8,4.9,No,0.8,No
TXN000450,CUST000239,36,M,León,Electrónicos,Laptops,409.17,2,818.34,0.0,Efectivo,2024-02-21,14,Wednesday,2,104,6,4.7,No,0.7,Sí
TXN000451,CUST000755,42,F,Guadalajara,Electrónicos,Tablets,2758.89,3,8276.67,0.0,PayPal,2024-04-22,13,Monday,4,0,2,5.0,No,0.9,No
TXN000452,CUST000607,34,F,Mérida,Libros,Técnicos,126.84,4,454.09,10.5,PayPal,2024-12-23,13,Monday,12,115,12,2.7,No,0.9,Sí
TXN000453,CUST000577,30,Other,Juárez,Libros,No ficción,345.65,5,1728.25,0.0,Tarjeta,2024-09-09,18,Monday,9,0,4,4.6,Sí,1.3,Sí
TXN000454,CUST000617,33,M,Torreón,Electrónicos,Smartwatches,1917.95,4,7671.8,0.0,Tarjeta,2024-01-11,10,Thursday,1,0,4,5.0,No,0.8,Sí
TXN000455,CUST000207,43,M,Tijuana,Belleza,Cabello,577.69,2,863.07,25.3,Tarjeta,2024-06-23,14,Sunday,6,88,12,4.4,No,1.0,Sí
TXN000456,CUST000146,33,M,Puebla,Hogar,Limpieza,425.6,3,1276.8,0.0,PayPal,2024-09-26,10,Thursday,9,0,8,4.6,No,1.0,No
TXN000457,CUST000679,38,F,Aguascalientes,Deportes,Basketball,373.19,4,1064.34,28.7,Tarjeta,2024-11-02,12,Saturday,11,0,5,4.0,No,0.9,Sí
TXN000458,CUST000448,27,F,Villahermosa,Ropa,Vestidos,746.24,2,1110.41,25.6,Tarjeta,2024-11-28,11,Thursday,11,0,11,3.6,No,1.0,No
TXN000459,CUST000629,45,M,Mexicali,Libros,Técnicos,265.39,1,265.39,0.0,Transferencia,2024-04-24,5,Wednesday,4,118,7,4.7,No,1.0,Sí
TXN000460,CUST000302,18,M,Tijuana,Deportes,Natación,391.08,2,782.16,0.0,PayPal,2024-03-31,22,Sunday,3,142,3,4.4,No,1.0,No
TXN000461,CUST000326,34,F,Oaxaca,Ropa,Camisetas,998.85,2,1997.7,0.0,PayPal,2024-04-23,14,Tuesday,4,0,5,3.9,No,1.3,No
TXN000462,CUST000080,36,F,Torreón,Deportes,Basketball,299.37,3,824.46,8.2,Tarjeta,2024-06-26,13,Wednesday,6,81,14,3.6,No,1.0,Sí
TXN000463,CUST000747,46,M,Mérida,Belleza,Skincare,125.52,4,410.2,18.3,Transferencia,2024-08-16,13,Friday,8,101,14,3.4,Sí,1.0,Sí
TXN000464,CUST000263,43,M,Puebla,Deportes,Running,1020.64,1,1020.64,0.0,PayPal,2024-01-06,10,Saturday,1,0,9,3.6,No,1.3,No
TXN000465,CUST000388,43,M,Mexicali,Libros,Infantiles,413.93,3,1241.79,0.0,PayPal,2024-10-06,13,Sunday,10,0,12,3.4,No,1.1,No
TXN000466,CUST000704,41,Other,Torreón,Belleza,Skincare,865.36,3,2596.08,0.0,Tarjeta,2024-03-24,15,Sunday,3,0,8,3.9,No,1.1,Sí
TXN000467,CUST000108,38,F,Monterrey,Electrónicos,Laptops,3466.0,1,3466.0,0.0,Tarjeta,2024-06-29,13,Saturday,6,0,5,4.7,No,1.0,No
TXN000468,CUST000096,35,F,Mérida,Ropa,Accesorios,1320.24,3,3960.72,0.0,Tarjeta,2024-10-31,6,Thursday,10,0,14,3.8,Sí,1.2,Sí
TXN000469,CUST000670,38,M,León,Electrónicos,Tablets,4284.51,3,9485.91,26.2,Transferencia,2024-11-06,10,Wednesday,11,0,2,5.0,No,1.4,Sí
TXN000470,CUST000195,65,M,Cuernavaca,Ropa,Accesorios,933.4,3,2301.76,17.8,PayPal,2024-12-22,17,Sunday,12,0,7,3.8,No,1.1,No
TXN000471,CUST000099,30,M,Guadalajara,Electrónicos,Smartwatches,617.06,2,1234.12,0.0,PayPal,2024-07-20,8,Saturday,7,0,4,3.1,Sí,1.0,Sí
TXN000472,CUST000370,50,F,Ciudad de México,Ropa,Pantalones,268.92,6,939.07,41.8,Transferencia,2024-08-10,12,Saturday,8,50,2,4.5,No,0.8,Sí
TXN000473,CUST000299,18,M,Monterrey,Libros,Ficción,112.21,3,263.58,21.7,Transferencia,2024-08-30,1,Friday,8,50,4,3.5,No,1.2,No
TXN000474,CUST000677,18,M,Querétaro,Ropa,Accesorios,545.55,2,863.06,20.9,PayPal,2024-02-16,11,Friday,2,117,9,4.0,No,0.9,No
